,index,message,label
1686,1691,fyi baseload deal union carbide seadrift hpl meter octo require coordination terry calvert union carbide reached want pass details case calls going pass phone terry deal ifhsc gd hsc mid plus swing nominated day gd hsc mid terry knows supposed call us wants gas take last tier sitara thanks lee,1
1687,1692,entered one month deal sitara deal referenced sale delivery subject external expense transport fee entex see old deal sitara details fee entex cents please someone enter transport info deal know lee,1
1688,1693,forwarded silver breaux hou ect liles steven r silver breaux hpl cc subject accum email files transmitted el paso energy corporation confidential intended solely use individual entity addressed received email error please notify sender book xls,1
1689,1694,daren meter september nom thru flow difference sitara show trader meter price houston ship nom increased al,1
1690,1695,daren tom beginning august production noticed big cowboy king ranch appeared flowing approximately nomination day per conversation fred boas today discovered two wells zero noms flowed considerable volume follows rocher big cowboy approx big cowboy approx total flow mm less think may part production increase trying account addition acock production briscoe well came august please let know think would like make sure capturing purchases correctly accounting economics thank mary,1
1691,1696,please decrease deliveries eastrans mmbtu dy redeliveries well,1
1692,1697,ls katy ic remain zero try pull firm gas teco system conditions allow see attached file hplo xls hplo xls,1
1693,1698,tuesday september teco tap enron hpl gas daily hpl ls katy flow,1
1694,1699,daren fyi bob forwarded robert cotten hou ect pm vance l taylor robert cotten hou ect ect cc melissa graves hou ect ect subject october deals missing bob please see responses highlighted red text thanks vlt x enron north america corp robert cotten pm vance l taylor hou ect ect cc subject october deals missing vance following deals missing october counterparty name meter nomination type purchase status camden resources firm new package gas production line cokinos natural gas firm new package gas production line cross tex energy firm new package gas production line crosstech energy firm darren monitor currently hplc purchase w pickett n k terminated effective duke energy spot submit request spot ticket engage energy spot submit request spot ticket engage energy spot submit request spot ticket eog firm formerly aransas drilling evergreen status flip flag heatherloch single trans firm darren monitor currently hplc purchase cummins production line mcbee operating firm evergreen status need flip flag north central firm new package gas production line onyx gathering n k terminated effective pringle resources firm new package gas submit one month ticket shoreline gas n k terminated effective swift energy spot submit request spot ticket tri union firm new package gas production line vintage gas spot submit request spot ticket white oak firm formerly lamay corp whiting petroleum spot submit request spot ticket please advise thanks bob,1
1695,1700,anyone else needs fyi bev forwarded beverly beaty hou ect pm carlos j rodriguez beverly beaty hou ect ect cc subject october co owner avails forwarded carlos j rodriguez hou ect steve holmes cc subject october co owner avails attached reflects co owner volumes available sale october please let know nay questions may thanks steve co owners volumes enron xls,1
1696,1701,please advised discussed morning meeting morning tetco enerfin new meter operable october meter assisgned thanks jackie forwarded jackie young hou ect enron north america corp pat clynes enron aimee lannou hou ect ect carlos j rodriguez hou ect ect jackie young hou ect ect robert e lloyd hou ect ect tom acton corp enron enron sabrae zajac hou ect ect mark mccoy corp enron enron clem cernosek hou ect ect robert cotten hou ect ect eddie janzen na enron enron mary poorman na enron enron susan hadix na enron enron cc gary hanks hou ect ect earl tisdale hou ect ect james mckay hou ect ect lauri allen hou ect ect daren j farmer hou ect ect edward gottlob hou ect ect liz bellamy na enron enron subject new meter number tetco enerfin going assigned meter activity scheduled meter october lst jackie young assigned meter thanks pat,1
1697,1702,reached friday need thanks pat,1
1698,1703,rick attached drafts letters notifiying williams apache lone star ena acting agent tenaska iv please review letters get back following items person send letters respective companies fax fax friday name adress ena person direct inquiries name phone number person direct questions notification letter people tenaska copy address fax comments substance letter please review carefully reference ena acting agent specific noms scheduling billing general agency things contract correct mind please forward email response bob walker leave voicemail office friday checking voicemail coordianting bob get also send letters prepared entities ask see agency agreement may fact comfortable dealing ena letter,1
1699,1704,see attached file hplo xls hplo xls,1
1700,1705,teco tap hpl gas daily enron,1
1701,1706,daren per phone conversation please find following information camden resources inc driscoll ranch meter price hsc less north central oil corporation mcmurrey talbert meter price hsc less kcs dickenson meter susan smith preparing formal ticket buy sell month october watching gas specs package goes well book rest term end october go forward basis gas provide monthly nomination know ticketed vance include price comments field package help estimate bid week let us know information helpful future thank melissa,1
1702,1707,vance deal created entered sitara bob vance l taylor pm julie meyers hou ect ect cc daren j farmer hou ect ect robert cotten hou ect ect subject october wellhead bob please create enter sitara ticket based following information counterparty meter volume price period heatherloch municipal utility district mmbtu hsc less julie meyers daren j farmer,1
1703,1708,julie camden north central contracts new packages gas yet come line production commences request spot deal put place bob please create enter sitara ticket based following information counterparty meter volume price period heatherloch municipal utility district mmbtu hsc less julie please confirm thanks vlt x julie meyers daren j farmer hou ect ect cc robert cotten hou ect ect vance l taylor hou ect ect subject october wellhead heatherlock deal single transaction agreement attached contract ended deal ended two believe need email vance donald setting spot ticket vance could look wrong contract attached new contract camden north central going spot tickets julie daren j farmer robert cotten hou ect ect julie meyers hou ect ect cc subject october wellhead rolled input following deals october crosstex duke hesco swift tri union vintage whiteoak whiting showing deals outstanding oct camden heatherlock previous deal north central julie please check deals correct contract terms also please look heatherlock vance noming gas deal however deal ticket evergreen flag tried roll another month got message another contract needed thanks,1
1704,1709,heatherlock deal single transaction agreement attached contract ended deal ended two believe need email vance donald setting spot ticket vance could look wrong contract attached new contract camden north central going spot tickets julie daren j farmer robert cotten hou ect ect julie meyers hou ect ect cc subject october wellhead rolled input following deals october crosstex duke hesco swift tri union vintage whiteoak whiting showing deals outstanding oct camden heatherlock previous deal north central julie please check deals correct contract terms also please look heatherlock vance noming gas deal however deal ticket evergreen flag tried roll another month got message another contract needed thanks,1
1705,1710,mary issue confirmed volumes versus actual flow large variance confirmed actuals began june mmbtu scheduled dix ranch zero big cowboy big cowboy wells appears volumes wells scheduled despain mmbtu confirmed well never flowed much volume june flowed approximately mmbtu actually support e talked someone nom sheet mmbtu entered mops confirmed trend nothing confirmed three wells continued july august scenario changed confirmed dix ranch nothing scheduled big cowboy big cowboy wells reading memo also appears volume flowing wells expected issue actual increase volumes flowing wells would suggest call gas measurement department ask audit coral charts coral may calculating volumes incorrectly could also allocations issue allocation system today closely agrees allocation statement receive monthly karen lambert tejas differences tejas schedule mops acock production gain loss scheduled therefore allocated know working acock production tom acton working gain loss tom tell path gas set accounting arrangements april forward scheduling analyze possibly rework january march months originally set pops want help missed issue would please clarify let know need anything thanks fred tom acton enron fred boas hou ect ect cc subject big cowboy august forwarded tom acton corp enron mary poorman pm daren j farmer hou ect ect tom acton corp enron enron cc clem cernosek hou ect ect howard b camp hou ect ect subject big cowboy august daren tom beginning august production noticed big cowboy king ranch appeared flowing approximately nomination day per conversation fred boas today discovered two wells zero noms flowed considerable volume follows rocher big cowboy approx big cowboy approx total flow mm less think may part production increase trying account addition acock production briscoe well came august please let know think would like make sure capturing purchases correctly accounting economics thank mary,1
1706,1711,rick attached drafts letters notifiying williams apache lone star ena acting agent tenaska iv please review letters get back following items person send letters respective companies fax fax friday name adress ena person direct inquiries name phone number person direct questions notification letter people tenaska copy address fax comments substance letter please review carefully reference ena acting agent specific noms scheduling billing general agency things contract correct mind please forward email response bob walker leave voicemail office friday checking voicemail coordianting bob get also send letters prepared entities ask see agency agreement may fact comfortable dealing ena letter,1
1707,1712,forwarded ami chokshi corp enron pm royal b edmondson reliantenergy com pm ami chokshi enron com cc subject oct noms see attached file hpl oct xls hpl oct xls,1
1708,1713,per gas control shell requested lower meter increase net effect zero please let know deal needs adjusted reflect change mary,1
1709,1714,confirmed rusty shell october expected flows meter follows east low pressure west low pressure om shell south shell high pressure numbers may flip around couple weeks bring units back meter need sure keep rate points day please let know questions comments thank mary,1
1710,1715,imbalances would like us continue pursue channel el paso tenngasco payback got cashout number last week stand think robert ally want irritate things get better future need resolve imbalance net contracts like mary poorman report however questions miss black marlin completely agree imbalance net chevron dynegi contracts together payback keith get ar issue solved stand columbia energy resolution stand ngpl reconcilliation duke energy still problem need amoco contracts seems like large number net charging enough swing get paper plant entex contract way keep tejas line southern union winter meter really swing know much line pack right use net corpus christi gas marketing tejas coral gulf energy shell imbalances reconcillitation going smash entex reliant contracts together get rid contracts seems like lot gulfmark gone road check someone contract seems like able net volumes owed lone star imbalance real resolve exxon imbalance come need texaco transportation contracts get rid combine vastar southern imbalances webb duval get rid combine midcon old imbalnce mick update compressor fuel p l new numbers seem translate profit calculation something thought imbalance report got wed pretty sad columns add seemed lot missing information resolve concerned capacity positons future going work better way check positions meeting tom shelton representative rrc james mann rrc concerned winter asked us compile list customers cut based upon priority filed rrc several years ago lauri copy priority list need compile list get tom james comfortable process last thing need rrc hammering us get list think able get something contract system jackie morgan would approach,1
1711,1716,rick attached completed letters parties requested note two letters lone star two letters apache since sending electronically michael mazowita obtain signature rick vicens please copies executed letters sent sandi braband attention letters printed appropriate letterhead copies sent cc bottom letter questions please let know bob walker sr legal specialist,1
1712,1717,apache vernon tiger phone fax post oak blvd houston tx lone star pipeline lisa mcauliff contracts wilma easter scheduling phone phone fax fax harwood n dallas tx williams energy jeff goforth phone fax po box tulsa ok cinergy marketing trading agent apache lisa hughes phone fax fm w houston tx note cinergy moving downtown next month white pine energy llc michael mazowita director asset mgmt phone fax cell auburndale street livonia mi cleburne plant mike gough plant manager ken riesz operations supervisor phone phone fax tenaska iv texas partners sparks drive cleburne tx,1
1713,1718,still need contact name phone number address ena contact name letter contact questions questions original list sandi thanks bob daren j farmer sandi braband hou ect ect robert walker hou ect ect garrick hill hou ect ect brian vass hou ect ect john griffith corp enron enron charles ward corp enron enron dan lyons hou ect ect john king hou ect ect cc subject cornhusker contact information please see forwarded daren j farmer hou ect mark mccoy enron daren j farmer hou ect ect pat clynes corp enron enron stacey neuweiler hou ect ect cc subject cornhusker contact information lone star pipeline lisa mcauliff contracts wilma easter scheduling phone phone fax fax harwood n dallas tx williams energy jeff goforth phone fax po box tulsa ok cinergy marketing trading agent apache lisa hughes phone fax fm w houston tx note cinergy moving downtown next month white pine energy llc michael mazowita director asset mgmt phone fax cell auburndale street livonia mi,1
1714,1719,lone star pipeline lisa mcauliff contracts wilma easter scheduling phone phone fax fax harwood n dallas tx williams energy jeff goforth phone fax po box tulsa ok cinergy marketing trading agent apache lisa hughes phone fax fm w houston tx note cinergy moving downtown next month white pine energy llc michael mazowita director asset mgmt phone fax cell auburndale street livonia mi cleburne plant mike gough plant manager ken riesz operations supervisor phone phone fax tenaska iv texas partners sparks drive cleburne tx,1
1715,1720,upcoming week discussion material bobby neon measuring success lesson doc,1
1716,1721,bob understand sandi handling absence today numbered questions attached e mail provide following daren farmer respond daren farmer respond daren farmer respond daren farmer respond copies go nancy stivers tenaska inc north th street suite omaha ne fax larry pearson tenaska inc north th street suite omaha ne fax form substance notices look fine check dan lyons signatures forwarded garrick hill hou ect sandi braband pm robert walker hou ect ect cc garrick hill hou ect ect subject tenaska iv bob intended copied forwarded sandi braband hou ect pm sandi braband pm garrick hill hou ect ect cc daren j farmer hou ect ect subject tenaska iv rick attached drafts letters notifiying williams apache lone star ena acting agent tenaska iv please review letters get back following items person send letters respective companies fax fax friday name adress ena person direct inquiries name phone number person direct questions notification letter people tenaska copy address fax comments substance letter please review carefully reference ena acting agent specific noms scheduling billing general agency things contract correct mind please forward email response bob walker leave voicemail office friday checking voicemail coordianting bob get also send letters prepared entities ask see agency agreement may fact comfortable dealing ena letter,1
1717,1722,teco tap enron hpl gas daily,1
1718,1723,see attached file hplo xls hplo xls,1
1719,1724,vance deal created entered sitara bob vance l taylor robert cotten hou ect ect cc jennifer martinez hou ect ect lisa hesse hou ect ect julie meyers hou ect ect sabrae zajac hou ect ect susan smith hou ect ect donald p reinhardt hou ect ect melissa graves hou ect ect subject mtr mokeen lateral bob jennifer martinez struck deal hesco apparently marketer gmt production purchase gas meter name hplc please create submit spot ticket sitara based upon following information counterparty meter volume price period hesco gathering oil co mmbtu hsc less julie please confirm questions please give call thanks vlt x,1
1720,1725,rick attached completed letters parties requested note two letters lone star two letters apache since sending electronically michael mazowita obtain signature rick vicens please copies executed letters sent sandi braband attention letters printed appropriate letterhead copies sent cc bottom letter questions please let know bob walker sr legal specialist,1
1721,1726,apache vernon tiger phone fax post oak blvd houston tx lone star pipeline lisa mcauliff contracts wilma easter scheduling phone phone fax fax harwood n dallas tx williams energy jeff goforth phone fax po box tulsa ok cinergy marketing trading agent apache lisa hughes phone fax fm w houston tx note cinergy moving downtown next month white pine energy llc michael mazowita director asset mgmt phone fax cell auburndale street livonia mi cleburne plant mike gough plant manager ken riesz operations supervisor phone phone fax tenaska iv texas partners sparks drive cleburne tx,1
1722,1727,still need contact name phone number address ena contact name letter contact questions questions original list sandi thanks bob daren j farmer sandi braband hou ect ect robert walker hou ect ect garrick hill hou ect ect brian vass hou ect ect john griffith corp enron enron charles ward corp enron enron dan lyons hou ect ect john king hou ect ect cc subject cornhusker contact information please see forwarded daren j farmer hou ect mark mccoy enron daren j farmer hou ect ect pat clynes corp enron enron stacey neuweiler hou ect ect cc subject cornhusker contact information lone star pipeline lisa mcauliff contracts wilma easter scheduling phone phone fax fax harwood n dallas tx williams energy jeff goforth phone fax po box tulsa ok cinergy marketing trading agent apache lisa hughes phone fax fm w houston tx note cinergy moving downtown next month white pine energy llc michael mazowita director asset mgmt phone fax cell auburndale street livonia mi,1
1723,1728,lone star pipeline lisa mcauliff contracts wilma easter scheduling phone phone fax fax harwood n dallas tx williams energy jeff goforth phone fax po box tulsa ok cinergy marketing trading agent apache lisa hughes phone fax fm w houston tx note cinergy moving downtown next month white pine energy llc michael mazowita director asset mgmt phone fax cell auburndale street livonia mi cleburne plant mike gough plant manager ken riesz operations supervisor phone phone fax tenaska iv texas partners sparks drive cleburne tx,1
1724,1729,bob understand sandi handling absence today numbered questions attached e mail provide following daren farmer respond daren farmer respond daren farmer respond daren farmer respond copies go nancy stivers tenaska inc north th street suite omaha ne fax larry pearson tenaska inc north th street suite omaha ne fax form substance notices look fine check dan lyons signatures forwarded garrick hill hou ect sandi braband pm robert walker hou ect ect cc garrick hill hou ect ect subject tenaska iv bob intended copied forwarded sandi braband hou ect pm sandi braband pm garrick hill hou ect ect cc daren j farmer hou ect ect subject tenaska iv rick attached drafts letters notifiying williams apache lone star ena acting agent tenaska iv please review letters get back following items person send letters respective companies fax fax friday name adress ena person direct inquiries name phone number person direct questions notification letter people tenaska copy address fax comments substance letter please review carefully reference ena acting agent specific noms scheduling billing general agency things contract correct mind please forward email response bob walker leave voicemail office friday checking voicemail coordianting bob get also send letters prepared entities ask see agency agreement may fact comfortable dealing ena letter,1
1725,1730,communicated email dated september developed easier efficient method handling operations pricing model hours survey using microsoft access new improved survey ready input month september attached reference document lets know purpose opm hours survey prerequisites using tool helpful hints contact information please open read click attached link access opm survey please select ok warning message appears continue database questions comments please contact suzanne nicholie ext opm team available support using new tool next couple days one opm team members contacting see need help questions asking quick turn around completion survey although month end quarter end planning process near completion please complete opm survey using database end day friday october thanks james scribner,1
1726,1731,hi daren attached spreadsheet could used help collection hours group prior entering database sent james scribner includes place fte hours position activity activity definitions cost center please let know questions thanks suzanne,1
1727,1732,daren five hplc purchase deals ocean energy inc craig falbaum deals person longer group suspended payment deals gary suggested contact see insight deals might suspended know anything might help thanks,1
1728,1733,currently prior month deals inactivated sitara portfolio purposes th month system efficiencies would like inactivate september deals weekend possible affect volume feedback system enhancement worked would try inactivate earlier normal next month please contact timing would cause problems thank russ x,1
1729,1734,friday september teco tap enron hpl gas daily hpl ls katy flow saturday september teco tap hpl gas daily hpl ls katy flow sunday october teco tap enron hpl iferc hpl ls katy enron,1
1730,1735,attached txu nomination tuesday oct see attached file hpll xls hpll xls,1
1731,1736,friday september teco tap enron hpl gas daily hpl ls katy flow saturday september teco tap hpl gas daily hpl ls katy flow sunday october teco tap enron hpl iferc hpl ls katy enron,1
1732,1737,daren meter flow oct mmbtu deal used sept could please extend deal new one created thanks al,1
1733,1738,ya go anything missing please let know please make sure sending people group julie,1
1734,1739,deal beaumont sepo sitara swing buyback tickets associated deal three days september volumes mmbtu per day need go different swing deal ticket different counterparty set deal ticket sitara sorry make go back assign volumes let know problems questions lee ext,1
1735,1740,please check meter back first deal volume zero pathed,1
1736,1741,shell made following adjustment net volume still,1
1737,1742,step romeo please step today please change confirmed noms zero contracts nominated period thru meter change allocation method allocatable effective please reallocate meter period thru call tasks completed step ii sherlyn please check following tommorrow verify settlements zero bav adjustment received contract activities meter period thru verification complete please call step iii donna call tomorrow inform make following changes change meter drn facility facility trade nom yes change meter drn facility facility trade nom completion please call well romeo x step iv romeo upon receiving call donna please make appropriate changes corrections pops system facility changes made global facilities dept understanding changes done automatically upon completion please call step v jackie tomorrow informed romeo made changes let know may begin scheduling meter meter replacing completion please let know gary could create problems gas control confirmed volumes zeroed including october activities meter today correct within thru hours meter daren could also create issues remember issues clear within hours victor information since create changes anyone questions please feel free call x thanks clem,1
1738,1743,thanks daren found answer afternoon paid seagull ocean energy bought seagull pam boxx included deal net seagull need move suspense amount thanks daren j farmer pm cynthia hakemack hou ect ect cc subject hplc ocean energy inc purchase idea payment would suspended remember problems ocean energy sorry cynthia hakemack pm daren j farmer hou ect ect cc subject hplc ocean energy inc purchase daren five hplc purchase deals ocean energy inc craig falbaum deals person longer group suspended payment deals gary suggested contact see insight deals might suspended know anything might help thanks,1
1739,1744,please decrease deliveries eastrans mmbtu dy redeliveries wil well,1
1740,1745,daren taking duke account katherine trouble production looks like spot deals included exchange deal think days priced gd need moved new ticket spot let know agree also confirm days suppose exchange sale volume two days zero exchange received statements duke yet nothing verify volumes may also want look sept deal looks like spot deals included exchange deal need moved new ticket spot thanks megan,1
1741,1746,teco tap enron hpl iferc ls hpl lsk ic hpl iferc,1
1742,1747,see attached file hpll xls hpll xls,1
1743,1748,left vance voice mail message yesterday sick called back said flow meter deal place united oil minerals bob forwarded robert cotten hou ect pm enron north america corp robert cotten vance l taylor hou ect ect cc daren j farmer hou ect ect aimee lannou hou ect ect subject meter vance find anything purchase united oil minerals meter bob forwarded robert cotten hou ect aimee lannou daren j farmer hou ect ect cc robert cotten hou ect ect subject meter fyi flow well al daren j farmer pm aimee lannou hou ect ect cc robert cotten hou ect ect subject meter rolled deal day one october bob please check vance deal terminated roll october think vance nom anything aimee lannou daren j farmer hou ect ect robert cotten hou ect ect cc subject meter daren meter flow oct mmbtu deal used sept could please extend deal new one created thanks al,1
1744,1749,fyi meter total flow total nom deal al,1
1745,1750,vance find anything purchase united oil minerals meter bob forwarded robert cotten hou ect aimee lannou daren j farmer hou ect ect cc robert cotten hou ect ect subject meter fyi flow well al daren j farmer pm aimee lannou hou ect ect cc robert cotten hou ect ect subject meter rolled deal day one october bob please check vance deal terminated roll october think vance nom anything aimee lannou daren j farmer hou ect ect robert cotten hou ect ect cc subject meter daren meter flow oct mmbtu deal used sept could please extend deal new one created thanks al,1
1746,1751,fyi flow well al daren j farmer pm aimee lannou hou ect ect cc robert cotten hou ect ect subject meter rolled deal day one october bob please check vance deal terminated roll october think vance nom anything aimee lannou daren j farmer hou ect ect robert cotten hou ect ect cc subject meter daren meter flow oct mmbtu deal used sept could please extend deal new one created thanks al,1
1747,1752,ricky archer fuel supply louisiana suite houston texas direct fax calpine daily gas nomination doc,1
1748,1753,step completed sherlyn verify step tomorrow call completed jackie verify nom oct appears still volume meter oct questions issues contact contact person clem friday hc forwarded howard b camp hou ect pm romeo souza pm clem cernosek hou ect ect cc michael eiben hou ect ect howard b camp hou ect ect subject tetco hpl enerfin meter clem completed setting confirm reallocated days zero however still non zero bav get set since allocation allocate days till gas date r clem cernosek pm donna consemiu hou ect ect romeo souza hou ect ect sherlyn schumack hou ect ect jackie young hou ect ect cc michael eiben hou ect ect rita wynne hou ect ect pat clynes corp enron enron daren j farmer hou ect ect gary hanks hou ect ect victor lamadrid hou ect ect howard b camp hou ect ect subject tetco hpl enerfin meter step romeo please step today please change confirmed noms zero contracts nominated period thru meter change allocation method allocatable effective please reallocate meter period thru call tasks completed step ii sherlyn please check following tommorrow verify settlements zero bav adjustment received contract activities meter period thru verification complete please call step iii donna call tomorrow inform make following changes change meter drn facility facility trade nom yes change meter drn facility facility trade nom completion please call well romeo x step iv romeo upon receiving call donna please make appropriate changes corrections pops system facility changes made global facilities dept understanding changes done automatically upon completion please call step v jackie tomorrow informed romeo made changes let know may begin scheduling meter meter replacing completion please let know gary could create problems gas control confirmed volumes zeroed including october activities meter today correct within thru hours meter daren could also create issues remember issues clear within hours victor information since create changes anyone questions please feel free call x thanks clem,1
1749,1754,cashout amounts duke energy field services also need enter demand fee account excess charge sale side amounts let know questions may deal excess charge cashout deal cashout june deal excess charge cashout purchase cashout thanks megan,1
1750,1755,teco tap enron hpl iferc ls hpl lsk ic hpl iferc,1
1751,1756,see attached file hpll xls hpll xls,1
1752,1757,address daily transaction account taccount industrial term swing buyback deals logistics hadix hadix taccount octo also included hardy st meter daily balance monitoring deals separated shipper e houston pipeline ena sheet password protected must view read please let know questions suggestions susan,1
1753,1758,please note office friday absence tom acton handling oasis lonestar interconnects katy mary poorman handle nomination oasis cornhusker necessary already nominated weekend thanks mark x,1
1754,1759,steps done mary since jackie tomorrow need verify following information flowed across pops tomorrow morning check meter catalog meter facility drn problem need get romeo everything okay need let sherlyn know set accounting arrangements meter need enter pops hc forwarded howard b camp hou ect pm howard b camp pm sherlyn schumack hou ect ect jackie young hou ect ect rita wynne hou ect ect donna consemiu hou ect ect michael eiben hou ect ect rita wynne hou ect ect daren j farmer hou ect ect gary hanks hou ect ect clem cernosek hou ect ect howard b camp hou ect ect cc subject tetco hpl enerfin meter step completed sherlyn verify step tomorrow call completed jackie verify nom oct appears still volume meter oct questions issues contact contact person clem friday hc forwarded howard b camp hou ect pm romeo souza pm clem cernosek hou ect ect cc michael eiben hou ect ect howard b camp hou ect ect subject tetco hpl enerfin meter clem completed setting confirm reallocated days zero however still non zero bav get set since allocation allocate days till gas date r clem cernosek pm donna consemiu hou ect ect romeo souza hou ect ect sherlyn schumack hou ect ect jackie young hou ect ect cc michael eiben hou ect ect rita wynne hou ect ect pat clynes corp enron enron daren j farmer hou ect ect gary hanks hou ect ect victor lamadrid hou ect ect howard b camp hou ect ect subject tetco hpl enerfin meter step romeo please step today please change confirmed noms zero contracts nominated period thru meter change allocation method allocatable effective please reallocate meter period thru call tasks completed step ii sherlyn please check following tommorrow verify settlements zero bav adjustment received contract activities meter period thru verification complete please call step iii donna call tomorrow inform make following changes change meter drn facility facility trade nom yes change meter drn facility facility trade nom completion please call well romeo x step iv romeo upon receiving call donna please make appropriate changes corrections pops system facility changes made global facilities dept understanding changes done automatically upon completion please call step v jackie tomorrow informed romeo made changes let know may begin scheduling meter meter replacing completion please let know gary could create problems gas control confirmed volumes zeroed including october activities meter today correct within thru hours meter daren could also create issues remember issues clear within hours victor information since create changes anyone questions please feel free call x thanks clem,1
1755,1760,cashout entries july deal excess charge cashout total purchase cashout aug deal cashout excess charge total deal cashout thanks megan,1
1756,1761,thanks came tomorrow,1
1757,1762,trouble pulling demand charge deal thing different may demand volume think needs charge come please take look thanks megan,1
1758,1763,please note cleburne plant expected come back sat morning th october already submitted nominations lonestar weekend th th taking gas plant come early imbalance gas serve informed mary give copy noms contacts etc thanks mark x forwarded mark mccoy corp enron pm mike mazowita mark mccoy corp enron enron cc daren j farmer hou ect ect subject tenaska iv outage update fyi forwarded mike mazowita corp enron mike gough please respond mazowita mike cc scarborough dan ward chuck subject tenaska iv outage update finally beginning put closure outage frustrating say least currently projecting late friday early saturday morning startup barring unseen problems mg,1
1759,1764,fyi forwarded mike mazowita corp enron mike gough please respond mazowita mike cc scarborough dan ward chuck subject tenaska iv outage update finally beginning put closure outage frustrating say least currently projecting late friday early saturday morning startup barring unseen problems mg,1
1760,1765,daren sell tenaska marketing july deal tenaska indicating sale july priced could confirm sale price forwarded katherine herrera corp enron kristen j hanson ect katherine herrera corp enron enron cc subject cleburne plant fyi purchase invoices arrived given megan please feel free call darren questions thanks kris daren j farmer pm rita wynne hou ect ect kristen j hanson hou ect ect pat clynes corp enron enron julie meyers hou ect ect bob hall na enron enron david baumbach hou ect ect steve jackson hou ect ect mark mccoy corp enron enron cc subject cleburne plant well folks cleburne deal started deal finalized legal however able get deals make money finalized cleburne plant dates bought gas tenaska iv texas partners sold anp tenaska marketing things set could enter deals please review following deals settle customers buy tenaska iv july aug sell tenaska marketing july aug sell anp aug trading desk ena im cleburne kris forwarded invoices tenaska iv via intercompany mail received invoices week sure questions give call tanks,1
1761,1766,fyi please pass along needed rh forwarded garrick hill hou ect dan lyons pm garrick hill hou ect ect cc subject tenaska iv texas partners ltd come attention confusion proper conventions signature blocks tenaska iv texas partners ltd various permutations used result may confusion among third parties follows proper signature block partnership please see distributed anyone preparing documents partnership including corporate services agreement owner managing partner partnership tenaska iv texas partners ltd tenasksa iv partners ltd managing partner tenaska iv inc managing partner mille grazi,1
1762,1767,teco tap enron hpl iferc ls hpl lsk ic hpl iferc,1
1763,1768,see attached file hpll xls hpll xls,1
1764,1769,charlie breakout volumes paid approximately according billed vs paid could peruse worksheet discrepancies march th logs show flowed day ls meter attached email showing revision day based paid amounts remaining obligations follows iferc iferc gas daily please advise regards ami revision ls hpl katy hpl gas daily forwarded melissa jones texas utilities pm melissa jones charlie stone texas utilities tu gary green texas utilities tu tim powell lsp enserch us tu daren j farmer enron com gary hanks enron com carlos j rodriguez enron com earl tisdale enron com ami chokshi enron com cc subject enron hpl actuals march teco tap hpl gas daily,1
1765,1770,please note cleburne plant expected come back sat morning th october already submitted nominations lonestar weekend th th taking gas plant come early imbalance gas serve informed mary give copy noms contacts etc thanks mark x forwarded mark mccoy corp enron pm mike mazowita mark mccoy corp enron enron cc daren j farmer hou ect ect subject tenaska iv outage update fyi forwarded mike mazowita corp enron mike gough please respond mazowita mike cc scarborough dan ward chuck subject tenaska iv outage update finally beginning put closure outage frustrating say least currently projecting late friday early saturday morning startup barring unseen problems mg,1
1766,1771,fyi forwarded mike mazowita corp enron mike gough please respond mazowita mike cc scarborough dan ward chuck subject tenaska iv outage update finally beginning put closure outage frustrating say least currently projecting late friday early saturday morning startup barring unseen problems mg,1
1767,1772,daren sell tenaska marketing july deal tenaska indicating sale july priced could confirm sale price forwarded katherine herrera corp enron kristen j hanson ect katherine herrera corp enron enron cc subject cleburne plant fyi purchase invoices arrived given megan please feel free call darren questions thanks kris daren j farmer pm rita wynne hou ect ect kristen j hanson hou ect ect pat clynes corp enron enron julie meyers hou ect ect bob hall na enron enron david baumbach hou ect ect steve jackson hou ect ect mark mccoy corp enron enron cc subject cleburne plant well folks cleburne deal started deal finalized legal however able get deals make money finalized cleburne plant dates bought gas tenaska iv texas partners sold anp tenaska marketing things set could enter deals please review following deals settle customers buy tenaska iv july aug sell tenaska marketing july aug sell anp aug trading desk ena im cleburne kris forwarded invoices tenaska iv via intercompany mail received invoices week sure questions give call tanks,1
1768,1773,fyi please pass along needed rh forwarded garrick hill hou ect dan lyons pm garrick hill hou ect ect cc subject tenaska iv texas partners ltd come attention confusion proper conventions signature blocks tenaska iv texas partners ltd various permutations used result may confusion among third parties follows proper signature block partnership please see distributed anyone preparing documents partnership including corporate services agreement owner managing partner partnership tenaska iv texas partners ltd tenasksa iv partners ltd managing partner tenaska iv inc managing partner mille grazi,1
